date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1967-03-22,France,Romania,1.0,2.0,Friendly,Paris,France,False
1967-03-22,Germany,Bulgaria,1.0,0.0,Friendly,Hanover,Germany,False
1967-03-24,Egypt,Libya,3.0,2.0,African Cup of Nations qualification,Cairo,Egypt,False
1967-03-27,Italy,Portugal,1.0,1.0,Friendly,Rome,Italy,False
1967-04-08,Germany,Albania,6.0,0.0,UEFA Euro qualification,Dortmund,Germany,False
1967-04-12,Northern Ireland,Wales,0.0,0.0,British Home Championship,Belfast,Northern Ireland,False
1967-04-15,England,Scotland,2.0,3.0,British Home Championship,London,England,False
1967-04-16,Belgium,Netherlands,1.0,0.0,Friendly,Antwerp,Belgium,False
1967-04-16,Luxembourg,Poland,0.0,0.0,UEFA Euro qualification,Luxembourg,Luxembourg,False
1967-04-23,Romania,Cyprus,7.0,0.0,UEFA Euro qualification,Bucharest,Romania,False
1967-05-10,Finland,Greece,1.0,1.0,UEFA Euro qualification,Helsinki,Finland,False
1967-05-10,Hungary,Netherlands,2.0,1.0,UEFA Euro qualification,Budapest,Hungary,False
1967-05-10,Scotland,Russia,0.0,2.0,Friendly,Glasgow,Scotland,False
1967-05-16,Israel,Scotland,1.0,2.0,Friendly,Ramat Gan,Israel,False
1967-05-21,Poland,Belgium,3.0,1.0,UEFA Euro qualification,Chorzów,Poland,False
1967-05-24,Denmark,Hungary,0.0,2.0,UEFA Euro qualification,Copenhagen,Denmark,False
1967-05-24,England,Spain,2.0,0.0,Friendly,London,England,False
1967-05-24,Switzerland,Romania,7.0,1.0,UEFA Euro qualification,Zürich,Switzerland,False
1967-05-27,Austria,England,0.0,1.0,Friendly,Vienna,Austria,False
1967-05-28,Russia,Mexico,2.0,0.0,Friendly,Leningrad,Soviet Union,False
1967-06-01,Finland,Norway,0.0,2.0,Nordic Championship,Helsinki,Finland,False
1967-06-01,Sweden,Portugal,1.0,1.0,UEFA Euro qualification,Solna,Sweden,False
1967-06-03,France,Russia,2.0,4.0,Friendly,Paris,France,False
1967-06-04,Belarus,Mexico,2.0,1.0,Friendly,Minsk,Soviet Union,False
1967-06-04,Uganda,Egypt,0.0,1.0,African Cup of Nations qualification,Kampala,Uganda,False
1967-06-08,Norway,Portugal,1.0,2.0,UEFA Euro qualification,Oslo,Norway,False
1967-06-11,Russia,Austria,4.0,3.0,UEFA Euro qualification,Moscow,Soviet Union,False
1967-06-11,Sweden,Bulgaria,0.0,2.0,UEFA Euro qualification,Solna,Sweden,False
1967-06-25,Denmark,Sweden,1.0,1.0,Nordic Championship,Copenhagen,Denmark,False
1967-06-25,Romania,Italy,0.0,1.0,UEFA Euro qualification,Bucharest,Romania,False
1967-06-25,Uruguay,Brazil,0.0,0.0,Copa Rio Branco,Montevideo,Uruguay,False
1967-06-28,Uruguay,Brazil,2.0,2.0,Copa Rio Branco,Montevideo,Uruguay,False
1967-06-29,Norway,Bulgaria,0.0,0.0,UEFA Euro qualification,Oslo,Norway,False
1967-07-01,Uruguay,Brazil,1.0,1.0,Copa Rio Branco,Montevideo,Uruguay,False
1967-07-16,Russia,Greece,4.0,0.0,UEFA Euro qualification,Tbilisi,Soviet Union,False
1967-07-28,Peru,Uruguay,0.0,1.0,Friendly,Lima,Peru,False
1967-07-28,Peru,Japan,1.0,0.0,Friendly,Lima,Peru,False
1967-07-30,Peru,Uruguay,1.0,2.0,Friendly,Lima,Peru,False
1967-07-30,Peru,Japan,0.0,0.0,Friendly,Lima,Peru,False
1967-08-03,Japan,Philippines,2.0,0.0,AFC Asian Cup qualification,Taipei,Taiwan,True
1967-08-05,Japan,Indonesia,2.0,1.0,AFC Asian Cup qualification,Taipei,Taiwan,True
1967-08-07,Indonesia,Philippines,6.0,0.0,AFC Asian Cup qualification,Taipei,Taiwan,True
1967-08-10,Sweden,Finland,2.0,0.0,Nordic Championship,Solna,Sweden,False
1967-08-12,India,Thailand,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1967-08-13,Indonesia,Singapore,4.0,1.0,Merdeka Tournament,Ipoh,Malaysia,True
1967-08-15,Myanmar,Singapore,3.0,0.0,Merdeka Tournament,Ipoh,Malaysia,True
1967-08-15,Chile,Argentina,1.0,0.0,Friendly,Santiago,Chile,False
1967-08-19,Myanmar,Indonesia,5.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1967-08-19,Malaysia,India,0.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1967-08-20,Malaysia,Thailand,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1967-08-22,Mexico,Argentina,2.0,1.0,Friendly,Mexico City,Mexico,False
1967-08-23,Denmark,Iceland,14.0,2.0,Friendly,Copenhagen,Denmark,False
1967-08-26,India,Indonesia,0.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1967-08-30,Russia,Finland,2.0,0.0,UEFA Euro qualification,Moscow,Soviet Union,False
1967-09-03,Norway,Sweden,3.0,1.0,UEFA Euro qualification,Oslo,Norway,False
1967-09-06,Austria,Hungary,1.0,3.0,Friendly,Vienna,Austria,False
1967-09-06,Finland,Russia,2.0,5.0,UEFA Euro qualification,Turku,Finland,False
1967-09-17,Poland,France,1.0,4.0,UEFA Euro qualification,Warsaw,Poland,False
1967-09-19,Chile,Brazil,0.0,1.0,Friendly,Santiago,Chile,False
1967-09-24,Austria,Finland,2.0,1.0,UEFA Euro qualification,Vienna,Austria,False
1967-09-24,Norway,Denmark,0.0,5.0,Nordic Championship,Oslo,Norway,False
1967-09-27,Germany,France,5.0,1.0,Friendly,Berlin,Germany,False
1967-09-28,Ghana,Nigeria,1.0,1.0,Friendly,Accra,Ghana,False
1967-10-01,Russia,Switzerland,2.0,2.0,Friendly,Moscow,Soviet Union,False
1967-10-04,Denmark,Netherlands,3.0,2.0,UEFA Euro qualification,Copenhagen,Denmark,False
1967-10-04,Greece,Austria,4.0,1.0,UEFA Euro qualification,Piraeus,Greece,False
1967-10-08,Belgium,Poland,2.0,4.0,UEFA Euro qualification,Brussels,Belgium,False
1967-10-08,Bulgaria,Russia,1.0,2.0,Friendly,Sofia,Bulgaria,False
1967-10-13,Paraguay,Argentina,1.0,1.0,Friendly,Asunción,Paraguay,False
1967-10-15,Austria,Russia,1.0,0.0,UEFA Euro qualification,Vienna,Austria,False
1967-10-21,Ghana,Nigeria,2.0,1.0,Friendly,Accra,Ghana,False
1967-10-21,Northern Ireland,Scotland,1.0,0.0,British Home Championship,Belfast,Northern Ireland,False
1967-10-21,Wales,England,0.0,3.0,British Home Championship,Cardiff,Wales,False
1967-10-22,Denmark,Finland,3.0,0.0,Nordic Championship,Copenhagen,Denmark,False
1967-10-22,Guatemala,El Salvador,1.0,0.0,Friendly,Guatemala City,Guatemala,False
1967-10-28,France,Belgium,1.0,1.0,UEFA Euro qualification,Nantes,France,False
1967-10-29,El Salvador,Costa Rica,3.0,1.0,Friendly,San Salvador,El Salvador,False
1967-10-29,Poland,Romania,0.0,0.0,Friendly,Kraków,Poland,False
1967-10-29,Uganda,Ethiopia,2.0,3.0,Friendly,Kampala,Uganda,False
1967-10-31,Greece,Russia,0.0,1.0,UEFA Euro qualification,Piraeus,Greece,False
1967-11-01,Italy,Cyprus,5.0,0.0,UEFA Euro qualification,Cosenza,Italy,False
1967-11-04,Malaysia,Thailand,3.0,2.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1967-11-05,Australia,New Zealand,5.0,3.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1967-11-05,Austria,Greece,1.0,1.0,UEFA Euro qualification,Vienna,Austria,False
1967-11-05,El Salvador,Guatemala,1.0,3.0,Friendly,San Salvador,El Salvador,False
1967-11-05,Sweden,Norway,5.0,2.0,UEFA Euro qualification,Solna,Sweden,False
1967-11-08,Chile,Argentina,3.0,1.0,Friendly,Santiago,Chile,False
1967-11-08,New Zealand,Singapore,3.0,1.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1967-11-08,Switzerland,Cyprus,5.0,0.0,UEFA Euro qualification,Lugano,Switzerland,False
1967-11-11,Australia,Singapore,5.0,1.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1967-11-12,Australia,Malaysia,1.0,0.0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1967-11-12,Bulgaria,Sweden,3.0,0.0,UEFA Euro qualification,Sofia,Bulgaria,False
1967-11-12,Myanmar,India,2.0,0.0,AFC Asian Cup qualification,Yangon,Burma,False
1967-11-12,Portugal,Norway,2.0,1.0,UEFA Euro qualification,Porto,Portugal,False
1967-11-16,Myanmar,Cambodia,1.0,0.0,AFC Asian Cup qualification,Yangon,Burma,False
1967-11-16,Malaysia,New Zealand,2.0,8.0,Friendly,Kuala Lumpur,Malaysia,False
1967-11-18,Switzerland,Italy,2.0,2.0,UEFA Euro qualification,Bern,Switzerland,False
1967-11-22,Belgium,Luxembourg,3.0,0.0,UEFA Euro qualification,Bruges,Belgium,False
1967-11-22,England,Northern Ireland,2.0,0.0,British Home Championship,London,England,False
1967-11-22,Romania,Germany,1.0,0.0,Friendly,Bucharest,Romania,False
1967-11-22,Scotland,Wales,3.0,2.0,British Home Championship,Glasgow,Scotland,False
1967-11-26,Bulgaria,Portugal,1.0,0.0,UEFA Euro qualification,Sofia,Bulgaria,False
1967-11-29,Netherlands,Russia,3.0,1.0,Friendly,Rotterdam,Netherlands,False
1967-12-06,England,Russia,2.0,2.0,Friendly,London,England,False
1967-12-06,Mexico,Hungary,2.0,1.0,Friendly,Mexico City,Mexico,False
1967-12-08,Mexico,Hungary,0.0,2.0,Friendly,Mexico City,Mexico,False
1967-12-10,Saudi Arabia,Tunisia,4.0,0.0,Friendly,Riyadh,Saudi Arabia,False
1967-12-10,Thailand,Malaysia,4.0,0.0,Southeast Asian Peninsular Games,Bangkok,Thailand,False
1967-12-11,Myanmar,Malaysia,2.0,1.0,Southeast Asian Peninsular Games,Bangkok,Thailand,True
1967-12-12,Thailand,Myanmar,0.0,1.0,Southeast Asian Peninsular Games,Bangkok,Thailand,False
1967-12-13,Chile,Hungary,4.0,5.0,Friendly,Santiago,Chile,False
1967-12-14,Myanmar,Laos,2.0,0.0,Southeast Asian Peninsular Games,Bangkok,Thailand,True
1967-12-15,Thailand,Laos,5.0,2.0,Southeast Asian Peninsular Games,Bangkok,Thailand,False
1967-12-16,Chile,Russia,1.0,4.0,Friendly,Santiago,Chile,False
1967-12-17,Albania,Germany,0.0,0.0,UEFA Euro qualification,Tirana,Albania,False
1967-12-17,Portugal,Bulgaria,0.0,0.0,UEFA Euro qualification,Oeiras,Portugal,False
1967-12-23,France,Luxembourg,3.0,1.0,UEFA Euro qualification,Paris,France,False
1967-12-23,Italy,Switzerland,4.0,0.0,UEFA Euro qualification,Cagliari,Italy,False
1967-12-23,Nigeria,Ghana,2.0,2.0,Friendly,Lagos,Nigeria,False
1968-01-10,Israel,Belgium,0.0,2.0,Friendly,Jaffa,Israel,False
1968-01-12,Ethiopia,Uganda,2.0,1.0,African Cup of Nations,Addis Ababa,Ethiopia,False
1968-01-12,Ghana,Senegal,2.0,2.0,African Cup of Nations,Asmara,Ethiopia,True
1968-01-14,Algeria,Uganda,4.0,0.0,African Cup of Nations,Addis Ababa,Ethiopia,True
1968-01-16,Ethiopia,Algeria,3.0,1.0,African Cup of Nations,Addis Ababa,Ethiopia,False
1968-02-14,Israel,Switzerland,2.0,1.0,Friendly,Jaffa,Israel,False
1968-02-17,Cyprus,Switzerland,2.0,1.0,UEFA Euro qualification,Nicosia,Cyprus,False
1968-02-19,Israel,Sweden,0.0,3.0,Friendly,Jaffa,Israel,False
1968-02-24,Scotland,England,1.0,1.0,British Home Championship,Glasgow,Scotland,False
1968-02-28,Spain,Sweden,3.0,1.0,Friendly,Seville,Spain,False
1968-02-28,Wales,Northern Ireland,2.0,0.0,British Home Championship,Wrexham,Wales,False
1968-03-03,Mexico,Russia,0.0,0.0,Friendly,Mexico City,Mexico,False
1968-03-06,Belgium,Germany,1.0,3.0,Friendly,Brussels,Belgium,False
1968-03-07,Mexico,Russia,1.0,1.0,Friendly,León,Mexico,False
1968-03-10,Mexico,Russia,0.0,0.0,Friendly,Mexico City,Mexico,False
1968-03-17,Morocco,Algeria,0.0,0.0,Friendly,Casablanca,Morocco,False
1968-03-26,Mexico,Japan,4.0,0.0,Friendly,Mexico City,Mexico,False
1968-03-30,Australia,Japan,2.0,2.0,Friendly,Sydney,Australia,False
1968-03-31,Australia,Japan,3.0,1.0,Friendly,Melbourne,Australia,False
1968-04-03,England,Spain,1.0,0.0,UEFA Euro qualification,London,England,False
1968-04-04,Australia,Japan,1.0,3.0,Friendly,Adelaide,Australia,False
1968-04-06,Bulgaria,Italy,3.0,2.0,UEFA Euro qualification,Sofia,Bulgaria,False
1968-04-07,Netherlands,Belgium,1.0,2.0,Friendly,Amsterdam,Netherlands,False
1968-04-17,Switzerland,Germany,0.0,0.0,Friendly,Basel,Switzerland,False
1968-04-20,Italy,Bulgaria,2.0,0.0,UEFA Euro qualification,Naples,Italy,False
1968-04-24,Russia,Belgium,1.0,0.0,Friendly,Moscow,Soviet Union,False
1968-05-01,Austria,Romania,1.0,1.0,Friendly,Linz,Austria,False
1968-05-01,Poland,Netherlands,0.0,0.0,Friendly,Warsaw,Poland,False
1968-05-02,Sweden,Spain,1.0,1.0,Friendly,Malmö,Sweden,False
1968-05-04,Hungary,Russia,2.0,0.0,UEFA Euro qualification,Budapest,Hungary,False
1968-05-07,El Salvador,Guatemala,3.0,0.0,Friendly,San Salvador,El Salvador,False
1968-05-08,Spain,England,1.0,2.0,UEFA Euro qualification,Madrid,Spain,False
1968-05-08,Wales,Germany,1.0,1.0,Friendly,Cardiff,Wales,False
1968-05-11,Russia,Hungary,3.0,0.0,UEFA Euro qualification,Moscow,Soviet Union,False
1968-05-14,Myanmar,Israel,1.0,0.0,AFC Asian Cup,Tehran,Iran,True
1968-05-15,Paraguay,Argentina,2.0,0.0,Friendly,Asunción,Paraguay,False
1968-05-16,Iran,Myanmar,3.0,1.0,AFC Asian Cup,Tehran,Iran,False
1968-05-19,Austria,Cyprus,7.0,1.0,FIFA World Cup qualification,Vienna,Austria,False
1968-05-19,Iran,Israel,2.0,1.0,AFC Asian Cup,Tehran,Iran,False
1968-05-21,Mexico,Uruguay,3.0,3.0,Friendly,Mexico City,Mexico,False
1968-05-22,England,Sweden,3.0,1.0,Friendly,London,England,False
1968-05-28,Mexico,Uruguay,2.0,2.0,Friendly,Mexico City,Mexico,False
1968-05-30,Netherlands,Scotland,0.0,0.0,Friendly,Amsterdam,Netherlands,False
1968-06-01,Germany,England,1.0,0.0,Friendly,Hanover,Germany,False
1968-06-02,Paraguay,Uruguay,0.0,0.0,Copa Artigas,Asunción,Paraguay,False
1968-06-04,Finland,Denmark,1.0,3.0,Nordic Championship,Helsinki,Finland,False
1968-06-05,Argentina,Uruguay,2.0,0.0,Copa Lipton,Buenos Aires,Argentina,False
1968-06-05,Italy,Russia,0.0,0.0,UEFA Euro,Naples,Italy,False
1968-06-05,Romania,Netherlands,0.0,0.0,Friendly,Bucharest,Romania,False
1968-06-08,England,Russia,2.0,0.0,UEFA Euro,Rome,Italy,True
1968-06-09,Brazil,Uruguay,2.0,0.0,Copa Rio Branco,São Paulo,Brazil,False
1968-06-09,Norway,Poland,1.0,6.0,Friendly,Oslo,Norway,False
1968-06-12,Brazil,Uruguay,4.0,0.0,Copa Rio Branco,Rio de Janeiro,Brazil,False
1968-06-16,Germany,Brazil,2.0,1.0,Friendly,Stuttgart,Germany,False
1968-06-16,Russia,Austria,3.0,1.0,Friendly,Leningrad,Soviet Union,False
1968-06-19,Finland,Belgium,1.0,2.0,FIFA World Cup qualification,Helsinki,Finland,False
1968-06-20,Poland,Brazil,3.0,6.0,Friendly,Warsaw,Poland,False
1968-06-20,Uruguay,Argentina,2.0,1.0,Copa Newton,Montevideo,Uruguay,False
1968-06-23,Denmark,Norway,5.0,1.0,Nordic Championship,Copenhagen,Denmark,False
1968-06-27,Sweden,Denmark,2.0,1.0,Nordic Championship,Solna,Sweden,False
1968-06-30,Portugal,Brazil,0.0,2.0,Friendly,Maputo,Mozambique,True
1968-07-07,Mexico,Brazil,0.0,2.0,Friendly,Mexico City,Mexico,False
1968-07-10,Mexico,Brazil,2.0,1.0,Friendly,Mexico City,Mexico,False
1968-07-14,Peru,Brazil,3.0,4.0,Friendly,Lima,Peru,False
1968-07-17,Honduras,El Salvador,0.0,0.0,Friendly,Tegucigalpa,Honduras,False
1968-07-17,Peru,Brazil,0.0,4.0,Friendly,Lima,Peru,False
1968-07-18,Iceland,Norway,0.0,4.0,Friendly,Reykjavík,Iceland,False
1968-07-25,Paraguay,Brazil,0.0,4.0,Copa Oswaldo Cruz,Asunción,Paraguay,False
1968-07-28,Paraguay,Brazil,1.0,0.0,Copa Oswaldo Cruz,Asunción,Paraguay,False
1968-07-31,El Salvador,Honduras,2.0,1.0,Friendly,San Salvador,El Salvador,False
1968-08-01,Sweden,Russia,2.0,2.0,Friendly,Gothenburg,Sweden,False
1968-08-07,Brazil,Argentina,4.0,1.0,Friendly,Rio de Janeiro,Brazil,False
1968-08-11,Brazil,Argentina,3.0,2.0,Friendly,Belo Horizonte,Brazil,False
1968-08-11,Malaysia,India,2.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1968-08-14,Myanmar,Thailand,0.0,0.0,Merdeka Tournament,Ipoh,Malaysia,True
1968-08-15,El Salvador,Guatemala,1.0,0.0,Friendly,San Salvador,El Salvador,False
1968-08-15,Indonesia,Singapore,4.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1968-08-17,Malaysia,Thailand,4.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1968-08-17,Myanmar,India,1.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1968-08-18,Malaysia,Myanmar,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1968-08-18,Norway,Finland,4.0,1.0,Nordic Championship,Oslo,Norway,False
1968-08-18,Peru,Chile,1.0,2.0,Copa del Pacífico,Lima,Peru,False
1968-08-19,India,Thailand,0.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1968-08-21,Myanmar,Indonesia,2.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1968-08-21,Peru,Chile,0.0,0.0,Copa del Pacífico,Lima,Peru,False
1968-08-25,Malaysia,Myanmar,3.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1968-08-29,India,Indonesia,1.0,3.0,Friendly,Kallang,Singapore,True
1968-08-29,Peru,Argentina,2.0,2.0,Friendly,Lima,Peru,False
1968-08-30,Singapore,Indonesia,1.0,0.0,Friendly,Kallang,Singapore,False
1968-09-01,Peru,Argentina,1.0,1.0,Friendly,Lima,Peru,False
1968-09-04,Netherlands,Luxembourg,2.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False
1968-09-10,Israel,Northern Ireland,2.0,3.0,Friendly,Jaffa,Israel,False
1968-09-11,El Salvador,Costa Rica,1.0,1.0,Friendly,San Salvador,El Salvador,False
1968-09-11,Finland,Sweden,0.0,3.0,Nordic Championship,Helsinki,Finland,False
1968-09-15,Norway,Sweden,1.0,1.0,Nordic Championship,Oslo,Norway,False
1968-09-15,United States,Israel,3.0,3.0,Friendly,New York,United States,False
1968-09-17,New Zealand,Fiji,5.0,0.0,Friendly,Auckland,New Zealand,False
1968-09-22,Switzerland,Austria,1.0,0.0,Friendly,Bern,Switzerland,False
1968-09-25,France,Germany,1.0,1.0,Friendly,Marseille,France,False
1968-09-25,United States,Israel,0.0,4.0,Friendly,Philadelphia,United States,False
1968-09-29,Mexico,Ethiopia,3.0,0.0,Friendly,León,Mexico,False
1968-10-09,Belgium,Finland,6.0,1.0,FIFA World Cup qualification,Waregem,Belgium,False
1968-10-09,Sweden,Norway,5.0,0.0,FIFA World Cup qualification,Solna,Sweden,False
1968-10-12,Switzerland,Greece,1.0,0.0,FIFA World Cup qualification,Basel,Switzerland,False
1968-10-13,Austria,Germany,0.0,2.0,FIFA World Cup qualification,Vienna,Austria,False
1968-10-13,Canada,United States,4.0,2.0,FIFA World Cup qualification,Toronto,Canada,False
1968-10-15,Ethiopia,Thailand,6.0,0.0,Friendly,León,Mexico,True
1968-10-16,Colombia,Mexico,0.0,1.0,Friendly,Bogotá,Colombia,False
1968-10-16,Denmark,Scotland,0.0,1.0,Friendly,Copenhagen,Denmark,False
1968-10-17,France,Spain,1.0,3.0,Friendly,Lyon,France,False
1968-10-20,Peru,Mexico,3.0,3.0,Friendly,Lima,Peru,False
1968-10-23,Chile,Mexico,3.0,1.0,Friendly,Santiago,Chile,False
1968-10-23,Wales,Italy,0.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False
1968-10-26,Uruguay,Mexico,0.0,2.0,Friendly,Montevideo,Uruguay,False
1968-10-26,United States,Canada,1.0,0.0,FIFA World Cup qualification,Atlanta,United States,False
1968-10-27,Bulgaria,Netherlands,2.0,0.0,FIFA World Cup qualification,Sofia,Bulgaria,False
1968-10-27,Portugal,Romania,3.0,0.0,FIFA World Cup qualification,Oeiras,Portugal,False
1968-10-28,Nigeria,Thailand,7.0,2.0,Friendly,León,Mexico,True
1968-10-31,Brazil,Mexico,1.0,2.0,Friendly,Rio de Janeiro,Brazil,False
1968-11-03,Brazil,Mexico,2.0,1.0,Friendly,Belo Horizonte,Brazil,False
1968-11-03,Morocco,Senegal,1.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False
1968-11-06,France,Norway,0.0,1.0,FIFA World Cup qualification,Strasbourg,France,False
1968-11-06,Romania,England,0.0,0.0,Friendly,Bucharest,Romania,False
1968-11-06,Scotland,Austria,2.0,1.0,FIFA World Cup qualification,Glasgow,Scotland,False
1968-11-14,Costa Rica,El Salvador,3.0,0.0,Friendly,San José,Costa Rica,False
1968-11-17,Algeria,Tunisia,1.0,2.0,FIFA World Cup qualification,Algiers,Algeria,False
1968-11-20,Myanmar,Laos,3.0,0.0,King's Cup,Bangkok,Thailand,True
1968-11-20,Denmark,Luxembourg,5.0,1.0,Friendly,Copenhagen,Denmark,False
1968-11-20,Thailand,Singapore,3.0,0.0,King's Cup,Bangkok,Thailand,False
1968-11-21,Indonesia,Malaysia,1.0,0.0,King's Cup,Bangkok,Thailand,True
1968-11-22,Myanmar,Singapore,2.0,0.0,King's Cup,Bangkok,Thailand,True
1968-11-22,Thailand,Laos,1.0,0.0,King's Cup,Bangkok,Thailand,False
1968-11-23,Cyprus,Germany,0.0,1.0,FIFA World Cup qualification,Nicosia,Cyprus,False
1968-11-23,Romania,Switzerland,2.0,0.0,FIFA World Cup qualification,Bucharest,Romania,False
1968-11-24,Myanmar,Indonesia,1.0,3.0,King's Cup,Bangkok,Thailand,True
1968-11-24,Laos,Malaysia,0.0,5.0,King's Cup,Bangkok,Thailand,True
1968-11-26,Indonesia,Singapore,7.0,0.0,King's Cup,Bangkok,Thailand,True
1968-11-26,Thailand,Malaysia,3.0,0.0,King's Cup,Bangkok,Thailand,False
1968-11-27,Argentina,Chile,4.0,0.0,Copa Carlos Dittborn,Rosario,Argentina,False
1968-11-27,Costa Rica,Jamaica,3.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False
1968-11-28,Indonesia,Malaysia,6.0,1.0,King's Cup,Bangkok,Thailand,True
1968-11-29,Thailand,Myanmar,0.0,2.0,King's Cup,Bangkok,Thailand,False
1968-12-01,Costa Rica,Jamaica,3.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False
1968-12-01,Ghana,Senegal,2.0,0.0,Friendly,Accra,Ghana,False
1968-12-01,Thailand,Malaysia,6.0,0.0,King's Cup,Bangkok,Thailand,False
1968-12-02,Myanmar,Indonesia,0.0,1.0,King's Cup,Bangkok,Thailand,True
1968-12-04,Chile,Argentina,2.0,1.0,Copa Carlos Dittborn,Santiago,Chile,False
1968-12-05,Honduras,Jamaica,3.0,1.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False
1968-12-08,Honduras,Jamaica,2.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False
1968-12-11,Cyprus,Scotland,0.0,5.0,FIFA World Cup qualification,Nicosia,Cyprus,False
1968-12-11,England,Bulgaria,1.0,1.0,Friendly,London,England,False
1968-12-11,Greece,Portugal,4.0,2.0,FIFA World Cup qualification,Piraeus,Greece,False
1968-12-11,Spain,Belgium,1.0,1.0,FIFA World Cup qualification,Madrid,Spain,False
1968-12-14,Brazil,Germany,2.0,2.0,Friendly,Rio de Janeiro,Brazil,False
1968-12-17,Argentina,Poland,1.0,0.0,Friendly,Mar del Plata,Argentina,False
1968-12-18,Chile,Germany,2.0,1.0,Friendly,Santiago,Chile,False
1968-12-22,Honduras,Costa Rica,1.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False
1968-12-22,Mexico,Germany,0.0,0.0,Friendly,Mexico City,Mexico,False
1968-12-29,Costa Rica,Honduras,1.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False
1968-12-29,Tunisia,Algeria,0.0,0.0,FIFA World Cup qualification,Tunis,Tunisia,False
1969-01-01,Mexico,Italy,2.0,3.0,Friendly,Mexico City,Mexico,False
1969-01-05,Mexico,Italy,1.0,1.0,Friendly,Mexico City,Mexico,False
1969-01-05,Senegal,Morocco,2.0,1.0,FIFA World Cup qualification,Dakar,Senegal,False
1969-01-11,Ethiopia,Uganda,4.0,0.0,Friendly,Addis Ababa,Ethiopia,False
1969-01-15,England,Romania,1.0,1.0,Friendly,London,England,False
1969-01-22,Mexico,Denmark,3.0,0.0,Friendly,Mexico City,Mexico,False
1969-01-26,Libya,Ethiopia,2.0,0.0,FIFA World Cup qualification,Tripoli,Libya,False
1969-02-04,Mexico,Colombia,1.0,0.0,Friendly,León,Mexico,False
1969-02-09,Ethiopia,Libya,5.0,1.0,FIFA World Cup qualification,Addis Ababa,Ethiopia,False
1969-02-09,Morocco,Hungary,1.0,4.0,Friendly,Casablanca,Morocco,False
1969-02-12,France,Hungary,2.0,2.0,Friendly,Lyon,France,False
1969-02-13,Morocco,Senegal,2.0,0.0,FIFA World Cup qualification,Las Palmas,Spain,True
1969-02-20,Colombia,Russia,1.0,3.0,Friendly,Bogotá,Colombia,False
1969-02-23,Belgium,Spain,2.0,1.0,FIFA World Cup qualification,Liège,Belgium,False
1969-03-07,Iran,Iraq,2.0,1.0,Friendly,Tehran,Iran,False
1969-03-09,Algeria,Morocco,2.0,0.0,African Cup of Nations qualification,Algiers,Algeria,False
1969-03-12,England,France,5.0,0.0,Friendly,London,England,False
1969-03-12,Israel,Greece,3.0,3.0,Friendly,Jaffa,Israel,False
1969-03-19,Argentina,Paraguay,1.0,1.0,Friendly,Rosario,Argentina,False
1969-03-22,Morocco,Algeria,2.0,0.0,African Cup of Nations qualification,Agadir,Morocco,False
1969-03-25,Greece,Cyprus,1.0,0.0,Friendly,Athens,Greece,False
1969-03-26,Germany,Wales,1.0,1.0,Friendly,Frankfurt,Germany,False
1969-03-26,Netherlands,Luxembourg,4.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False
1969-03-26,Spain,Switzerland,1.0,0.0,Friendly,Valencia,Spain,False
1969-04-06,Portugal,Mexico,0.0,0.0,Friendly,Oeiras,Portugal,False
1969-04-07,Brazil,Peru,2.0,1.0,Friendly,Porto Alegre,Brazil,False
1969-04-09,Brazil,Peru,3.0,2.0,Friendly,Rio de Janeiro,Brazil,False
1969-04-09,Paraguay,Argentina,0.0,0.0,Friendly,Asunción,Paraguay,False
1969-04-10,Luxembourg,Mexico,2.0,1.0,Friendly,Luxembourg,Luxembourg,False
